Episode,Step,State_Moisture,State_Temperature,State_Sunlight,Action,Reward,Next_Moisture,Next_Temperature,Next_Sunlight,Epsilon
67,12,Optimal,Optimal,Medium,Open shade curtains,10,Optimal,Optimal,High,0.05
67,13,Optimal,Optimal,High,Close shade curtains,6,Optimal,Optimal,Medium,0.05
67,14,Optimal,Optimal,Medium,Open shade curtains,10,Optimal,Optimal,High,0.05
67,15,Optimal,Optimal,High,Close shade curtains,6,Optimal,Optimal,Medium,0.05
67,16,Optimal,Optimal,Medium,Open shade curtains,10,Optimal,Optimal,High,0.05
67,17,Optimal,Optimal,High,Close shade curtains,6,Optimal,Optimal,Medium,0.05
67,18,Optimal,Optimal,Medium,Open shade curtains,10,Optimal,Optimal,High,0.05
67,19,Optimal,Optimal,High,Close shade curtains,6,Optimal,Optimal,Medium,0.05
67,20,Optimal,Optimal,Medium,Open shade curtains,10,Optimal,Optimal,High,0.05
67,21,Optimal,Optimal,High,Close shade curtains,6,Optimal,Optimal,Medium,0.05
67,22,Optimal,Optimal,Medium,Open shade curtains,10,Optimal,Optimal,High,0.05
67,23,Optimal,Optimal,High,Close shade curtains,6,Optimal,Optimal,Medium,0.05
67,24,Optimal,Optimal,Medium,Open shade curtains,10,Optimal,Optimal,High,0.05
67,25,Optimal,Optimal,High,Close shade curtains,6,Optimal,Optimal,Medium,0.05
67,26,Optimal,Optimal,Medium,Open shade curtains,10,Optimal,Optimal,High,0.05
67,27,Optimal,Optimal,High,Close shade curtains,6,Optimal,Optimal,Medium,0.05
67,28,Optimal,Optimal,Medium,Open shade curtains,10,Optimal,Optimal,High,0.05
67,29,Optimal,Optimal,High,Close shade curtains,6,Optimal,Optimal,Medium,0.05
67,30,Optimal,Optimal,Medium,Open shade curtains,10,Optimal,Optimal,High,0.05
67,31,Optimal,Optimal,High,Close shade curtains,6,Optimal,Optimal,High,0.05
67,32,Optimal,Optimal,High,Water Pump OFF,6,Dry,Optimal,High,0.05
