Episode,Step,State_Moisture,State_Temperature,State_Sunlight,Action,Reward,Next_Moisture,Next_Temperature,Next_Sunlight,Epsilon
18,11,Optimal,Optimal,Low,Do nothing,6,Optimal,Optimal,Low,0.56
18,12,Optimal,Optimal,Low,Water Pump ON,6,Wet,Optimal,Low,0.56
18,13,Wet,Optimal,Low,Heater ON,3,Wet,High,Low,0.56
18,14,Wet,High,Low,Water Pump ON,-5,Wet,High,Low,0.56
18,15,Wet,High,Low,Water Pump ON,-5,Wet,High,Low,0.56
18,16,Wet,High,Low,Water Pump ON,-5,Wet,High,Low,0.56
18,17,Wet,High,Low,Water Pump OFF,0,Optimal,High,Low,0.56
18,18,Optimal,High,Low,Do nothing,3,Optimal,High,Low,0.56
18,19,Optimal,High,Low,Heater ON,-2,Optimal,High,Low,0.56
18,20,Optimal,High,Low,Water Pump OFF,3,Dry,High,Low,0.56
18,21,Dry,High,Low,Heater OFF,0,Dry,Optimal,Low,0.56
18,22,Dry,Optimal,Low,Close shade curtains,3,Dry,Optimal,Low,0.56
18,23,Dry,Optimal,Low,Open shade curtains,3,Dry,Optimal,Medium,0.56
18,24,Dry,Optimal,Medium,Water Pump OFF,5,Optimal,Optimal,Medium,0.56
18,25,Optimal,Optimal,Medium,Close shade curtains,10,Optimal,Optimal,Low,0.56
18,26,Optimal,Optimal,Low,Close shade curtains,6,Optimal,Optimal,Low,0.56
18,27,Optimal,Optimal,Low,Close shade curtains,6,Optimal,Optimal,Low,0.56
18,28,Optimal,Optimal,Low,Close shade curtains,6,Optimal,Optimal,Low,0.56
18,29,Optimal,Optimal,Low,Close shade curtains,6,Optimal,Optimal,Low,0.56
18,30,Optimal,Optimal,Low,Do nothing,6,Optimal,Optimal,Low,0.56
18,31,Optimal,Optimal,Low,Do nothing,6,Optimal,Optimal,Low,0.56
18,32,Optimal,Optimal,Low,Do nothing,6,Optimal,Optimal,Medium,0.56
18,33,Optimal,Optimal,Medium,Do nothing,10,Optimal,Optimal,High,0.56
18,34,Optimal,Optimal,High,Close shade curtains,6,Optimal,Optimal,Medium,0.56
18,35,Optimal,Optimal,Medium,Do nothing,10,Optimal,Optimal,Medium,0.56
18,36,Optimal,Optimal,Medium,Do nothing,10,Optimal,Optimal,Medium,0.56
18,37,Optimal,Optimal,Medium,Do nothing,10,Optimal,Optimal,Medium,0.56
18,38,Optimal,Optimal,Medium,Do nothing,10,Optimal,Optimal,Medium,0.56
18,39,Optimal,Optimal,Medium,Open shade curtains,10,Optimal,Optimal,High,0.56
18,40,Optimal,Optimal,High,Do nothing,6,Optimal,Optimal,High,0.56
18,41,Optimal,Optimal,High,Water Pump ON,6,Wet,Optimal,Medium,0.56
18,42,Wet,Optimal,Medium,Do nothing,7,Wet,Optimal,Medium,0.56
18,43,Wet,Optimal,Medium,Do nothing,7,Wet,Optimal,Medium,0.56
18,44,Wet,Optimal,Medium,Do nothing,7,Wet,Optimal,Medium,0.56
18,45,Wet,Optimal,Medium,Heater ON,7,Wet,High,Medium,0.56
18,46,Wet,High,Medium,Do nothing,4,Wet,High,Medium,0.56
18,47,Wet,High,Medium,Do nothing,4,Wet,High,Medium,0.56
18,48,Wet,High,Medium,Do nothing,4,Wet,High,Medium,0.56
18,49,Wet,High,Medium,Do nothing,4,Wet,High,Medium,0.56
18,50,Wet,High,Medium,Do nothing,4,Wet,High,Medium,0.56
19,1,Wet,Optimal,High,Do nothing,3,Wet,Optimal,High,0.54
19,2,Wet,Optimal,High,Heater OFF,3,Wet,Low,High,0.54
19,3,Wet,Low,High,Do nothing,0,Wet,Low,High,0.54
19,4,Wet,Low,High,Do nothing,0,Wet,Low,High,0.54
19,5,Wet,Low,High,Do nothing,0,Wet,Low,High,0.54
19,6,Wet,Low,High,Do nothing,0,Wet,Low,High,0.54
19,7,Wet,Low,High,Do nothing,0,Wet,Low,High,0.54
19,8,Wet,Low,High,Heater ON,0,Wet,Optimal,High,0.54
19,9,Wet,Optimal,High,Open shade curtains,3,Wet,Optimal,High,0.54
19,10,Wet,Optimal,High,Do nothing,3,Wet,Optimal,High,0.54
19,11,Wet,Optimal,High,Open shade curtains,3,Wet,Optimal,High,0.54
19,12,Wet,Optimal,High,Water Pump ON,-2,Wet,Optimal,High,0.54
19,13,Wet,Optimal,High,Water Pump OFF,3,Optimal,Optimal,High,0.54
19,14,Optimal,Optimal,High,Open shade curtains,6,Optimal,Optimal,High,0.54
19,15,Optimal,Optimal,High,Open shade curtains,6,Optimal,Optimal,High,0.54
19,16,Optimal,Optimal,High,Water Pump ON,6,Wet,Optimal,High,0.54
19,17,Wet,Optimal,High,Heater OFF,3,Wet,Low,High,0.54
19,18,Wet,Low,High,Open shade curtains,0,Wet,Low,High,0.54
19,19,Wet,Low,High,Open shade curtains,0,Wet,Low,High,0.54
19,20,Wet,Low,High,Heater ON,0,Wet,Optimal,High,0.54
19,21,Wet,Optimal,High,Water Pump OFF,3,Optimal,Optimal,High,0.54
19,22,Optimal,Optimal,High,Heater ON,6,Optimal,High,High,0.54
19,23,Optimal,High,High,Open shade curtains,3,Optimal,High,High,0.54
19,24,Optimal,High,High,Water Pump OFF,3,Dry,High,High,0.54
19,25,Dry,High,High,Close shade curtains,0,Dry,High,Low,0.54
19,26,Dry,High,Low,Water Pump OFF,-2,Optimal,High,Low,0.54
19,27,Optimal,High,Low,Water Pump OFF,3,Dry,High,Low,0.54
19,28,Dry,High,Low,Water Pump OFF,-2,Optimal,High,Low,0.54
19,29,Optimal,High,Low,Water Pump OFF,3,Dry,High,Low,0.54
19,30,Dry,High,Low,Water Pump OFF,-2,Optimal,High,Low,0.54
19,31,Optimal,High,Low,Open shade curtains,3,Optimal,High,Medium,0.54
19,32,Optimal,High,Medium,Heater ON,2,Optimal,High,Medium,0.54
19,33,Optimal,High,Medium,Water Pump ON,7,Wet,High,Medium,0.54
19,34,Wet,High,Medium,Heater OFF,4,Wet,Optimal,Medium,0.54
19,35,Wet,Optimal,Medium,Water Pump OFF,7,Wet,Optimal,Medium,0.54
19,36,Wet,Optimal,Medium,Water Pump OFF,7,Optimal,Optimal,Medium,0.54
19,37,Optimal,Optimal,Medium,Heater ON,10,Optimal,High,Medium,0.54
19,38,Optimal,High,Medium,Open shade curtains,7,Optimal,High,High,0.54
19,39,Optimal,High,High,Open shade curtains,3,Optimal,High,High,0.54
19,40,Optimal,High,High,Heater ON,-2,Optimal,High,High,0.54
19,41,Optimal,High,High,Heater OFF,3,Optimal,Optimal,High,0.54
19,42,Optimal,Optimal,High,Water Pump ON,6,Wet,Optimal,High,0.54
19,43,Wet,Optimal,High,Water Pump OFF,3,Optimal,Optimal,High,0.54
19,44,Optimal,Optimal,High,Water Pump OFF,6,Dry,Optimal,High,0.54
19,45,Dry,Optimal,High,Water Pump OFF,1,Optimal,Optimal,High,0.54
19,46,Optimal,Optimal,High,Open shade curtains,6,Optimal,Optimal,High,0.54
19,47,Optimal,Optimal,High,Water Pump OFF,6,Dry,Optimal,High,0.54
19,48,Dry,Optimal,High,Open shade curtains,3,Dry,Optimal,High,0.54
19,49,Dry,Optimal,High,Water Pump OFF,1,Optimal,Optimal,High,0.54
19,50,Optimal,Optimal,High,Close shade curtains,6,Optimal,Optimal,Medium,0.54
20,1,Wet,Optimal,Medium,Heater OFF,7,Wet,Low,Medium,0.52
20,2,Wet,Low,Medium,Do nothing,4,Wet,Low,Medium,0.52
20,3,Wet,Low,Medium,Close shade curtains,4,Wet,Low,Low,0.52
20,4,Wet,Low,Low,Heater OFF,0,Wet,Optimal,Low,0.52
20,5,Wet,Optimal,Low,Heater OFF,3,Wet,Low,Low,0.52
20,6,Wet,Low,Low,Water Pump OFF,0,Optimal,Low,Low,0.52
20,7,Optimal,Low,Low,Close shade curtains,3,Optimal,Low,Low,0.52
20,8,Optimal,Low,Low,Heater OFF,3,Optimal,Optimal,Low,0.52
20,9,Optimal,Optimal,Low,Close shade curtains,6,Optimal,Optimal,Medium,0.52
20,10,Optimal,Optimal,Medium,Heater OFF,10,Optimal,Low,High,0.52
20,11,Optimal,Low,High,Heater OFF,3,Optimal,Optimal,Medium,0.52
20,12,Optimal,Optimal,Medium,Close shade curtains,10,Optimal,Optimal,Low,0.52
20,13,Optimal,Optimal,Low,Close shade curtains,6,Optimal,Optimal,Low,0.52
20,14,Optimal,Optimal,Low,Close shade curtains,6,Optimal,Optimal,Low,0.52
20,15,Optimal,Optimal,Low,Close shade curtains,6,Optimal,Optimal,Low,0.52
20,16,Optimal,Optimal,Low,Close shade curtains,6,Optimal,Optimal,Low,0.52
20,17,Optimal,Optimal,Low,Close shade curtains,6,Optimal,Optimal,Low,0.52
20,18,Optimal,Optimal,Low,Close shade curtains,6,Optimal,Optimal,Low,0.52
20,19,Optimal,Optimal,Low,Open shade curtains,6,Optimal,Optimal,Medium,0.52
20,20,Optimal,Optimal,Medium,Close shade curtains,10,Optimal,Optimal,Low,0.52
20,21,Optimal,Optimal,Low,Close shade curtains,6,Optimal,Optimal,Low,0.52
20,22,Optimal,Optimal,Low,Close shade curtains,6,Optimal,Optimal,Low,0.52
20,23,Optimal,Optimal,Low,Close shade curtains,6,Optimal,Optimal,Low,0.52
20,24,Optimal,Optimal,Low,Do nothing,6,Optimal,Optimal,Low,0.52
20,25,Optimal,Optimal,Low,Water Pump ON,6,Wet,Optimal,Low,0.52
20,26,Wet,Optimal,Low,Water Pump OFF,3,Optimal,Optimal,Low,0.52
20,27,Optimal,Optimal,Low,Water Pump OFF,6,Optimal,Optimal,Low,0.52
20,28,Optimal,Optimal,Low,Close shade curtains,6,Optimal,Optimal,Low,0.52
20,29,Optimal,Optimal,Low,Heater OFF,6,Optimal,Low,Low,0.52
20,30,Optimal,Low,Low,Water Pump ON,3,Wet,Low,Low,0.52
20,31,Wet,Low,Low,Water Pump OFF,0,Optimal,Low,Low,0.52
20,32,Optimal,Low,Low,Water Pump OFF,3,Optimal,Low,High,0.52
20,33,Optimal,Low,High,Water Pump OFF,3,Dry,Low,High,0.52
20,34,Dry,Low,High,Close shade curtains,0,Dry,Low,High,0.52
20,35,Dry,Low,High,Water Pump OFF,-2,Optimal,Low,High,0.52
20,36,Optimal,Low,High,Heater OFF,3,Optimal,Optimal,High,0.52
20,37,Optimal,Optimal,High,Heater OFF,6,Optimal,Low,High,0.52
20,38,Optimal,Low,High,Open shade curtains,3,Optimal,Low,High,0.52
20,39,Optimal,Low,High,Heater OFF,3,Optimal,Low,High,0.52
20,40,Optimal,Low,High,Heater ON,3,Optimal,Optimal,High,0.52
20,41,Optimal,Optimal,High,Close shade curtains,6,Optimal,Optimal,Medium,0.52
20,42,Optimal,Optimal,Medium,Open shade curtains,10,Optimal,Optimal,High,0.52
20,43,Optimal,Optimal,High,Open shade curtains,6,Optimal,Optimal,High,0.52
20,44,Optimal,Optimal,High,Close shade curtains,6,Optimal,Optimal,Medium,0.52
20,45,Optimal,Optimal,Medium,Open shade curtains,10,Optimal,Optimal,High,0.52
20,46,Optimal,Optimal,High,Open shade curtains,6,Optimal,Optimal,High,0.52
20,47,Optimal,Optimal,High,Heater OFF,6,Optimal,Low,High,0.52
20,48,Optimal,Low,High,Close shade curtains,3,Optimal,Low,Medium,0.52
20,49,Optimal,Low,Medium,Heater OFF,7,Optimal,Optimal,Medium,0.52
20,50,Optimal,Optimal,Medium,Close shade curtains,10,Optimal,Optimal,Low,0.52
21,1,Dry,Optimal,Low,Open shade curtains,3,Dry,Optimal,Medium,0.5
21,2,Dry,Optimal,Medium,Water Pump ON,7,Optimal,Optimal,Medium,0.5
21,3,Optimal,Optimal,Medium,Open shade curtains,10,Optimal,Optimal,High,0.5
21,4,Optimal,Optimal,High,Open shade curtains,6,Optimal,Optimal,High,0.5
21,5,Optimal,Optimal,High,Heater OFF,6,Optimal,Low,High,0.5
21,6,Optimal,Low,High,Open shade curtains,3,Optimal,Low,High,0.5
21,7,Optimal,Low,High,Water Pump OFF,3,Optimal,Low,High,0.5
21,8,Optimal,Low,High,Water Pump ON,3,Wet,Low,High,0.5
21,9,Wet,Low,High,Close shade curtains,0,Wet,Low,Medium,0.5
21,10,Wet,Low,Medium,Heater OFF,4,Wet,Optimal,Medium,0.5
21,11,Wet,Optimal,Medium,Open shade curtains,7,Wet,Optimal,Medium,0.5
21,12,Wet,Optimal,Medium,Water Pump ON,2,Wet,Optimal,Medium,0.5
21,13,Wet,Optimal,Medium,Open shade curtains,7,Wet,Optimal,Medium,0.5
21,14,Wet,Optimal,Medium,Open shade curtains,7,Wet,Optimal,High,0.5
21,15,Wet,Optimal,High,Open shade curtains,3,Wet,Optimal,High,0.5
21,16,Wet,Optimal,High,Open shade curtains,3,Wet,Optimal,High,0.5
21,17,Wet,Optimal,High,Open shade curtains,3,Wet,Optimal,High,0.5
21,18,Wet,Optimal,High,Close shade curtains,3,Wet,Optimal,Medium,0.5
21,19,Wet,Optimal,Medium,Water Pump ON,2,Wet,Optimal,Medium,0.5
21,20,Wet,Optimal,Medium,Open shade curtains,7,Wet,Optimal,High,0.5
21,21,Wet,Optimal,High,Close shade curtains,3,Wet,Optimal,Medium,0.5
21,22,Wet,Optimal,Medium,Heater OFF,7,Wet,Low,Medium,0.5
21,23,Wet,Low,Medium,Water Pump OFF,4,Optimal,Low,Medium,0.5
21,24,Optimal,Low,Medium,Heater OFF,7,Optimal,Optimal,Medium,0.5
21,25,Optimal,Optimal,Medium,Heater OFF,10,Optimal,Low,Medium,0.5
21,26,Optimal,Low,Medium,Close shade curtains,7,Optimal,Low,Medium,0.5
21,27,Optimal,Low,Medium,Heater OFF,7,Optimal,Optimal,Medium,0.5
21,28,Optimal,Optimal,Medium,Heater OFF,10,Optimal,Low,Medium,0.5
21,29,Optimal,Low,Medium,Do nothing,7,Optimal,Low,Medium,0.5
21,30,Optimal,Low,Medium,Heater OFF,7,Optimal,Optimal,Medium,0.5
21,31,Optimal,Optimal,Medium,Close shade curtains,10,Optimal,Optimal,High,0.5
21,32,Optimal,Optimal,High,Close shade curtains,6,Optimal,Optimal,Medium,0.5
21,33,Optimal,Optimal,Medium,Close shade curtains,10,Optimal,Optimal,Low,0.5
21,34,Optimal,Optimal,Low,Close shade curtains,6,Optimal,Optimal,Low,0.5
21,35,Optimal,Optimal,Low,Close shade curtains,6,Optimal,Optimal,Low,0.5
21,36,Optimal,Optimal,Low,Heater OFF,6,Optimal,Low,Low,0.5
21,37,Optimal,Low,Low,Heater OFF,3,Optimal,Optimal,Low,0.5
21,38,Optimal,Optimal,Low,Heater OFF,6,Optimal,Low,Low,0.5
21,39,Optimal,Low,Low,Close shade curtains,3,Optimal,Low,Low,0.5
21,40,Optimal,Low,Low,Open shade curtains,3,Optimal,Low,Medium,0.5
21,41,Optimal,Low,Medium,Heater OFF,7,Optimal,Optimal,Medium,0.5
21,42,Optimal,Optimal,Medium,Heater ON,10,Optimal,High,Medium,0.5
21,43,Optimal,High,Medium,Heater ON,2,Optimal,High,Medium,0.5
21,44,Optimal,High,Medium,Heater OFF,7,Optimal,Optimal,Medium,0.5
21,45,Optimal,Optimal,Medium,Close shade curtains,10,Optimal,Optimal,Medium,0.5
21,46,Optimal,Optimal,Medium,Close shade curtains,10,Optimal,Optimal,Low,0.5
21,47,Optimal,Optimal,Low,Heater OFF,6,Optimal,Low,Low,0.5
21,48,Optimal,Low,Low,Heater OFF,3,Optimal,Optimal,Low,0.5
21,49,Optimal,Optimal,Low,Heater OFF,6,Optimal,Low,Low,0.5
21,50,Optimal,Low,Low,Close shade curtains,3,Optimal,Low,Low,0.5
22,1,Dry,Optimal,Medium,Heater OFF,7,Dry,Low,Medium,0.48
22,2,Dry,Low,Medium,Heater OFF,4,Dry,Low,Medium,0.48
22,3,Dry,Low,Medium,Heater OFF,4,Dry,Optimal,Medium,0.48
22,4,Dry,Optimal,Medium,Heater ON,7,Dry,Optimal,Medium,0.48
22,5,Dry,Optimal,Medium,Close shade curtains,7,Dry,Optimal,Medium,0.48
22,6,Dry,Optimal,Medium,Open shade curtains,7,Dry,Optimal,High,0.48
22,7,Dry,Optimal,High,Close shade curtains,3,Dry,Optimal,Medium,0.48
22,8,Dry,Optimal,Medium,Close shade curtains,7,Dry,Optimal,Low,0.48
22,9,Dry,Optimal,Low,Heater OFF,3,Dry,Low,Low,0.48
22,10,Dry,Low,Low,Do nothing,0,Dry,Low,Low,0.48
22,11,Dry,Low,Low,Water Pump ON,0,Optimal,Low,Medium,0.48
22,12,Optimal,Low,Medium,Heater OFF,7,Optimal,Optimal,Medium,0.48
22,13,Optimal,Optimal,Medium,Do nothing,10,Optimal,Optimal,Medium,0.48
22,14,Optimal,Optimal,Medium,Do nothing,10,Optimal,Optimal,Medium,0.48
22,15,Optimal,Optimal,Medium,Do nothing,10,Optimal,Optimal,Medium,0.48
22,16,Optimal,Optimal,Medium,Do nothing,10,Optimal,Optimal,Medium,0.48
22,17,Optimal,Optimal,Medium,Do nothing,10,Optimal,Optimal,Medium,0.48
22,18,Optimal,Optimal,Medium,Do nothing,10,Optimal,Optimal,Medium,0.48
22,19,Optimal,Optimal,Medium,Water Pump OFF,10,Optimal,Optimal,Medium,0.48
22,20,Optimal,Optimal,Medium,Do nothing,10,Optimal,Optimal,Medium,0.48
22,21,Optimal,Optimal,Medium,Water Pump OFF,10,Dry,Optimal,Medium,0.48
22,22,Dry,Optimal,Medium,Do nothing,7,Dry,Optimal,Medium,0.48
22,23,Dry,Optimal,Medium,Do nothing,7,Dry,Optimal,Medium,0.48
22,24,Dry,Optimal,Medium,Do nothing,7,Dry,Optimal,Medium,0.48
22,25,Dry,Optimal,Medium,Do nothing,7,Dry,Optimal,Medium,0.48
22,26,Dry,Optimal,Medium,Water Pump ON,7,Dry,Optimal,Medium,0.48
22,27,Dry,Optimal,Medium,Do nothing,7,Dry,Optimal,Low,0.48
22,28,Dry,Optimal,Low,Do nothing,3,Dry,Optimal,Low,0.48
22,29,Dry,Optimal,Low,Close shade curtains,3,Dry,Optimal,Low,0.48
22,30,Dry,Optimal,Low,Do nothing,3,Dry,Optimal,Low,0.48
22,31,Dry,Optimal,Low,Do nothing,3,Dry,Optimal,Low,0.48
22,32,Dry,Optimal,Low,Water Pump OFF,1,Optimal,Optimal,Low,0.48
22,33,Optimal,Optimal,Low,Water Pump OFF,6,Dry,Optimal,Low,0.48
22,34,Dry,Optimal,Low,Water Pump OFF,1,Optimal,Optimal,Low,0.48
22,35,Optimal,Optimal,Low,Heater ON,6,Optimal,Optimal,Low,0.48
22,36,Optimal,Optimal,Low,Water Pump ON,6,Wet,Optimal,Low,0.48
22,37,Wet,Optimal,Low,Water Pump OFF,3,Optimal,Optimal,Low,0.48
22,38,Optimal,Optimal,Low,Water Pump OFF,6,Dry,Optimal,Low,0.48
22,39,Dry,Optimal,Low,Water Pump OFF,1,Optimal,Optimal,Low,0.48
22,40,Optimal,Optimal,Low,Water Pump OFF,6,Dry,Optimal,Low,0.48
22,41,Dry,Optimal,Low,Heater OFF,3,Dry,Optimal,Low,0.48
22,42,Dry,Optimal,Low,Close shade curtains,3,Dry,Optimal,Low,0.48
22,43,Dry,Optimal,Low,Heater OFF,3,Dry,Low,Low,0.48
22,44,Dry,Low,Low,Water Pump ON,0,Optimal,Low,Low,0.48
22,45,Optimal,Low,Low,Water Pump ON,3,Wet,Low,Low,0.48
22,46,Wet,Low,Low,Water Pump OFF,0,Optimal,Low,Low,0.48
22,47,Optimal,Low,Low,Water Pump OFF,3,Dry,Low,Low,0.48
22,48,Dry,Low,Low,Water Pump ON,0,Optimal,Low,Low,0.48
22,49,Optimal,Low,Low,Heater OFF,3,Optimal,Optimal,Low,0.48
22,50,Optimal,Optimal,Low,Close shade curtains,6,Optimal,Optimal,Low,0.48
23,1,Wet,Optimal,Medium,Water Pump OFF,7,Optimal,Optimal,Medium,0.46
23,2,Optimal,Optimal,Medium,Water Pump ON,10,Wet,Optimal,Medium,0.46
23,3,Wet,Optimal,Medium,Heater OFF,7,Wet,Low,Medium,0.46
23,4,Wet,Low,Medium,Close shade curtains,4,Wet,Low,Low,0.46
23,5,Wet,Low,Low,Close shade curtains,0,Wet,Low,Low,0.46
23,6,Wet,Low,Low,Water Pump OFF,0,Optimal,Low,Low,0.46
23,7,Optimal,Low,Low,Heater OFF,3,Optimal,Optimal,Low,0.46
23,8,Optimal,Optimal,Low,Heater ON,6,Optimal,High,Low,0.46
23,9,Optimal,High,Low,Heater ON,-2,Optimal,High,Low,0.46
23,10,Optimal,High,Low,Water Pump OFF,3,Dry,High,Low,0.46
23,11,Dry,High,Low,Water Pump OFF,-2,Optimal,High,Low,0.46
23,12,Optimal,High,Low,Water Pump OFF,3,Dry,High,Low,0.46
23,13,Dry,High,Low,Water Pump OFF,-2,Optimal,High,Low,0.46
23,14,Optimal,High,Low,Do nothing,3,Optimal,High,Low,0.46
23,15,Optimal,High,Low,Do nothing,3,Optimal,High,Low,0.46
23,16,Optimal,High,Low,Heater OFF,3,Optimal,Optimal,Low,0.46
23,17,Optimal,Optimal,Low,Water Pump OFF,6,Dry,Optimal,Low,0.46
23,18,Dry,Optimal,Low,Water Pump OFF,1,Optimal,Optimal,Low,0.46
23,19,Optimal,Optimal,Low,Open shade curtains,6,Optimal,Optimal,Medium,0.46
23,20,Optimal,Optimal,Medium,Close shade curtains,10,Optimal,Optimal,Low,0.46
23,21,Optimal,Optimal,Low,Open shade curtains,6,Optimal,Optimal,Medium,0.46
23,22,Optimal,Optimal,Medium,Heater ON,10,Optimal,High,Medium,0.46
23,23,Optimal,High,Medium,Do nothing,7,Optimal,High,High,0.46
23,24,Optimal,High,High,Open shade curtains,3,Optimal,High,Low,0.46
23,25,Optimal,High,Low,Heater ON,-2,Optimal,High,Low,0.46
23,26,Optimal,High,Low,Open shade curtains,3,Optimal,High,Medium,0.46
23,27,Optimal,High,Medium,Close shade curtains,7,Optimal,High,Low,0.46
23,28,Optimal,High,Low,Open shade curtains,3,Optimal,High,Medium,0.46
23,29,Optimal,High,Medium,Open shade curtains,7,Optimal,High,High,0.46
23,30,Optimal,High,High,Do nothing,3,Optimal,High,High,0.46
23,31,Optimal,High,High,Close shade curtains,3,Optimal,High,Medium,0.46
23,32,Optimal,High,Medium,Do nothing,7,Optimal,High,Medium,0.46
23,33,Optimal,High,Medium,Open shade curtains,7,Optimal,High,High,0.46
23,34,Optimal,High,High,Open shade curtains,3,Optimal,High,High,0.46
23,35,Optimal,High,High,Open shade curtains,3,Optimal,High,High,0.46
23,36,Optimal,High,High,Heater OFF,3,Optimal,Optimal,High,0.46
23,37,Optimal,Optimal,High,Open shade curtains,6,Optimal,Optimal,High,0.46
23,38,Optimal,Optimal,High,Heater ON,6,Optimal,High,Medium,0.46
23,39,Optimal,High,Medium,Close shade curtains,7,Optimal,High,Medium,0.46
23,40,Optimal,High,Medium,Water Pump ON,7,Wet,High,Medium,0.46
23,41,Wet,High,Medium,Water Pump ON,-1,Wet,High,Medium,0.46
23,42,Wet,High,Medium,Open shade curtains,4,Wet,High,High,0.46
23,43,Wet,High,High,Open shade curtains,0,Wet,High,High,0.46
23,44,Wet,High,High,Heater OFF,0,Wet,Optimal,High,0.46
23,45,Wet,Optimal,High,Open shade curtains,3,Wet,Optimal,High,0.46
23,46,Wet,Optimal,High,Heater OFF,3,Wet,Low,High,0.46
23,47,Wet,Low,High,Close shade curtains,0,Wet,Low,Medium,0.46
23,48,Wet,Low,Medium,Heater OFF,4,Wet,Optimal,Medium,0.46
23,49,Wet,Optimal,Medium,Heater OFF,7,Wet,Low,Medium,0.46
23,50,Wet,Low,Medium,Heater OFF,4,Wet,Optimal,Medium,0.46
24,1,Optimal,Low,Medium,Heater OFF,7,Optimal,Low,Medium,0.44
24,2,Optimal,Low,Medium,Heater OFF,7,Optimal,Optimal,Medium,0.44
24,3,Optimal,Optimal,Medium,Heater OFF,10,Optimal,Low,Medium,0.44
24,4,Optimal,Low,Medium,Heater OFF,7,Optimal,Optimal,Medium,0.44
24,5,Optimal,Optimal,Medium,Heater ON,10,Optimal,High,Medium,0.44
24,6,Optimal,High,Medium,Do nothing,7,Optimal,High,Medium,0.44
24,7,Optimal,High,Medium,Do nothing,7,Optimal,High,Medium,0.44
24,8,Optimal,High,Medium,Close shade curtains,7,Optimal,High,Low,0.44
24,9,Optimal,High,Low,Do nothing,3,Optimal,High,Low,0.44
24,10,Optimal,High,Low,Open shade curtains,3,Optimal,High,Medium,0.44
24,11,Optimal,High,Medium,Do nothing,7,Optimal,High,High,0.44
24,12,Optimal,High,High,Close shade curtains,3,Optimal,High,Medium,0.44
24,13,Optimal,High,Medium,Heater OFF,7,Optimal,Optimal,Medium,0.44
24,14,Optimal,Optimal,Medium,Heater ON,10,Optimal,High,Medium,0.44
24,15,Optimal,High,Medium,Heater ON,2,Optimal,High,Medium,0.44
24,16,Optimal,High,Medium,Close shade curtains,7,Optimal,High,Low,0.44
24,17,Optimal,High,Low,Heater OFF,3,Optimal,Optimal,Low,0.44
24,18,Optimal,Optimal,Low,Close shade curtains,6,Optimal,Optimal,Low,0.44
24,19,Optimal,Optimal,Low,Open shade curtains,6,Optimal,Optimal,Medium,0.44
24,20,Optimal,Optimal,Medium,Heater OFF,10,Optimal,Low,Medium,0.44
24,21,Optimal,Low,Medium,Heater OFF,7,Optimal,Optimal,Medium,0.44
24,22,Optimal,Optimal,Medium,Heater OFF,10,Optimal,Optimal,Medium,0.44
24,23,Optimal,Optimal,Medium,Open shade curtains,10,Optimal,Optimal,High,0.44
24,24,Optimal,Optimal,High,Close shade curtains,6,Optimal,Optimal,Medium,0.44
24,25,Optimal,Optimal,Medium,Heater OFF,10,Optimal,Low,Medium,0.44
24,26,Optimal,Low,Medium,Heater OFF,7,Optimal,Optimal,Medium,0.44
24,27,Optimal,Optimal,Medium,Heater OFF,10,Optimal,Low,Medium,0.44
24,28,Optimal,Low,Medium,Heater OFF,7,Optimal,Optimal,Medium,0.44
24,29,Optimal,Optimal,Medium,Open shade curtains,10,Optimal,Optimal,High,0.44
24,30,Optimal,Optimal,High,Close shade curtains,6,Optimal,Optimal,High,0.44
24,31,Optimal,Optimal,High,Close shade curtains,6,Optimal,Optimal,Medium,0.44
24,32,Optimal,Optimal,Medium,Open shade curtains,10,Optimal,Optimal,High,0.44
24,33,Optimal,Optimal,High,Close shade curtains,6,Optimal,Optimal,Medium,0.44
24,34,Optimal,Optimal,Medium,Heater OFF,10,Optimal,Low,Medium,0.44
24,35,Optimal,Low,Medium,Heater OFF,7,Optimal,Optimal,Medium,0.44
24,36,Optimal,Optimal,Medium,Water Pump ON,10,Wet,Optimal,Medium,0.44
24,37,Wet,Optimal,Medium,Close shade curtains,7,Wet,Optimal,Low,0.44
24,38,Wet,Optimal,Low,Heater OFF,3,Wet,Low,Low,0.44
24,39,Wet,Low,Low,Heater OFF,0,Wet,Optimal,Low,0.44
24,40,Wet,Optimal,Low,Close shade curtains,3,Wet,Optimal,Low,0.44
24,41,Wet,Optimal,Low,Water Pump ON,-2,Wet,Optimal,Low,0.44
24,42,Wet,Optimal,Low,Heater OFF,3,Wet,Low,Low,0.44
24,43,Wet,Low,Low,Heater OFF,0,Wet,Optimal,Low,0.44
24,44,Wet,Optimal,Low,Close shade curtains,3,Wet,Optimal,Low,0.44
24,45,Wet,Optimal,Low,Close shade curtains,3,Wet,Optimal,Low,0.44
24,46,Wet,Optimal,Low,Open shade curtains,3,Wet,Optimal,Medium,0.44
24,47,Wet,Optimal,Medium,Heater ON,7,Wet,High,Medium,0.44
24,48,Wet,High,Medium,Do nothing,4,Wet,High,Medium,0.44
24,49,Wet,High,Medium,Heater OFF,4,Wet,Optimal,Medium,0.44
24,50,Wet,Optimal,Medium,Heater ON,7,Wet,Optimal,Medium,0.44
25,1,Dry,Low,Medium,Heater OFF,4,Dry,Optimal,Medium,0.42
